"lang"
{
"Language"	"spanish"
"DOTA_Item_Desc_Metal_Horns"	"En un tiempo largamente olvidado, un rey obsequió a Prophet con estos cuernos en agradecimiento por la ayuda del bosque."
"[english]DOTA_Item_Desc_Metal_Horns"	"In a time long forgotten, a grateful king once gifted the Prophet these horns as thanks for aid of the forest."
"DOTA_Item_Desc_Horseshoe_Crab"	"En ocasiones a Tidehunter le apetece algo un poco más crujiente."
"[english]DOTA_Item_Desc_Horseshoe_Crab"	"Sometimes Tidehunter wants something a little more crunchy."
"DOTA_Item_Desc_Echinoderm_Shield"	"Lo que Tidehunter decida quedarse como mascota es asunto suyo."
"[english]DOTA_Item_Desc_Echinoderm_Shield"	"What Tidehunter chooses to keep as a pet is his business."
"DOTA_Item_Desc_Tortoise_Paddle"	"Tidehunter nunca ha sido de los que alardean de sus invenciones. Solo golpea a la gente con ellas."
"[english]DOTA_Item_Desc_Tortoise_Paddle"	"Tidehunter has never been one to brag about his inventions.  He only hits people with them."
"DOTA_Item_Desc_Spiked_Bracers_of_the_Ravager"	"Matar a un devastador es un rito sagrado para los ursa, y cada parte del cadáver debe ser aprovechada."
"[english]DOTA_Item_Desc_Spiked_Bracers_of_the_Ravager"	"To kill a ravager is a sacred rite for the ursa, and every piece of the carcass must be put to use."
"DOTA_Item_Desc_Sash_of_the_Ravager"	"Hecho con el suave vientre de un, por lo demás, espinoso devastador."
"[english]DOTA_Item_Desc_Sash_of_the_Ravager"	"Made from the smooth belly of an otherwise spiny ravager."
"DOTA_Item_Desc_Skull_of_the_Ravager"	"Sólo el más feroz cazador puede reivindicar el cráneo de un devastador espinoso."
"[english]DOTA_Item_Desc_Skull_of_the_Ravager"	"Only the fiercest hunter may lay claim to the skull of a spiked ravager."
"DOTA_Item_Desc_Quills_of_the_Ravager"	"Las púas de un despedazador se enhebran a lo largo de su pelaje creando así una trampa para cualquier posible depredador."
"[english]DOTA_Item_Desc_Quills_of_the_Ravager"	"The quills of a ravager are threaded throughout the fur to create a trap for any would-be predator."
"DOTA_Item_Desc_Master_Assassins_Shuriken"	"Los extremos de las hojas y la empuñadura están cuidadosamente equilibrados para que surque el aire con precisión y facilidad."
"[english]DOTA_Item_Desc_Master_Assassins_Shuriken"	"The blade end and grip are carefully balanced to sail through the air accurately, and with ease."
"DOTA_Item_Desc_Master_Assassins_Tails"	"La tela posterior oculta la forma del asesino y, en caso de necesidad, también sirve para contrarrestar las hojas enemigas."
"[english]DOTA_Item_Desc_Master_Assassins_Tails"	"The trailing cloth obscures the assassin's form and, in a pinch, can be used to thwart enemy blades."
"DOTA_Item_Desc_Master_Assassins_Shoulders"	"Fabricadas para desviar las armas enemigas, las hombreras se adaptan cuidadosamente al portador."
"[english]DOTA_Item_Desc_Master_Assassins_Shoulders"	"Built to deflect enemy weapons, the shoulder plates are carefully tailored to the wearer."
"DOTA_Item_Desc_Master_Assassins_Mask"	"La tela está tratada con aceites y cera para repeler los venenos enemigos."
"[english]DOTA_Item_Desc_Master_Assassins_Mask"	"The cloth is treated with oils and wax to stave off enemy poisons."
"DOTA_Item_Desc_Master_Assassins_Mancatcher"	"Diseñado para atrapar y retener al objetivo, no importa qué punta se utilice."
"[english]DOTA_Item_Desc_Master_Assassins_Mancatcher"	"Designed to catch and hold the target, no matter which point is used."
"DOTA_Item_Desc_Master_Assassins_Grim_Cutter"	"La punta bifurcada permite al portador arrancar cualquier armadura que lleve el objetivo."
"[english]DOTA_Item_Desc_Master_Assassins_Grim_Cutter"	"The forked tip allows the wielder to pry back any armor the target may be wearing."
"DOTA_Item_Desc_Reaver"	"Forjado en el fuego de un volcán, bañado en la sangre de innumerables enemigos, el Saqueador es un arma que nunca ha conocido la misericordia."
"[english]DOTA_Item_Desc_Reaver"	"Forged in volcanic fire, bathed in the blood of countless foes, the Reaver is a weapon that has never known mercy."
"DOTA_Item_Desc_Trap_Jaw"	"Atrapar a las presas implica algo más que sencillamente acecharlas por el bosque."
"[english]DOTA_Item_Desc_Trap_Jaw"	"There is more to catching prey than merely stalking them through the woods."
"DOTA_Item_Desc_Hood_of_the_Hierophant"	"Un Hierofante de la Omnisciencia debe acercarse siempre con la cabeza inclinada."
"[english]DOTA_Item_Desc_Hood_of_the_Hierophant"	"A Hierophant of the Omniscience must always approach with head bowed."
"DOTA_Item_Desc_Chestplate_of_the_Hierophant"	"Un Hierofante de la Omnisciencia debe sentir siempre el poder que lo protege."
"[english]DOTA_Item_Desc_Chestplate_of_the_Hierophant"	"A Hierophant of the Omniscience must always sense the power that protects him."
"DOTA_Item_Heavy_Pauldrons_of_the_Hierophant"	"Cubrehombros Pesados del Hierofante"
"[english]DOTA_Item_Heavy_Pauldrons_of_the_Hierophant"	"Heavy Pauldrons of the Hierophant"
"DOTA_Item_Desc_Armor_of_the_Hierophant"	"Un Hierofante de la Omnisciencia debe sentir siempre el peso de la responsabilidad sobre sus hombros."
"[english]DOTA_Item_Desc_Armor_of_the_Hierophant"	"A Hierophant of the Omniscience must always feel the weight of responsibility upon his shoulders."
"DOTA_Item_Desc_Holy_Words_of_the_Hierophant"	"Un Hierofante de la Omnisciencia debe prestar siempre atención a las palabras de su orden."
"[english]DOTA_Item_Desc_Holy_Words_of_the_Hierophant"	"A Hierophant of the Omniscience must always heed the words of his order."
"DOTA_Item_Desc_Bracers_of_the_Hierophant"	"Un Hierofante de la Omnisciencia debe protegerse siempre contra cualquier amenaza."
"[english]DOTA_Item_Desc_Bracers_of_the_Hierophant"	"A Hierophant of the Omniscience must always guard against any threat."
"DOTA_Item_Desc_Nightmare_Blade"	"Escupida desde más allá de los infiernos, la Hoja de Pesadilla maldita no pertenece al plano mortal. Aquel que se atreva a blandirla en combate se verá perseguido en sus sueños por todos los que la hoja ha cortado."
"[english]DOTA_Item_Desc_Nightmare_Blade"	"Belched up from the hells beyond, the cursed Nightmare Blade is not of the mortal plane.  Whosoever dares to swing the sword in combat will find their dreams haunted by all whom the blade has cut down."
"DOTA_Item_Bloodletter"	"Desangrador"
"[english]DOTA_Item_Bloodletter"	"Bloodletter"
"DOTA_Item_Desc_Bloodletter"	"Una hoja ceremonial empleada para preparar el sacrificio a los Despellejados."
"[english]DOTA_Item_Desc_Bloodletter"	"A ceremonial blade, used to prepare sacrifice to the Flayed Ones."
"DOTA_Item_Bloodletter__OffHand"	"Desangrador - Secundario"
"[english]DOTA_Item_Bloodletter__OffHand"	"Bloodletter - Off-Hand"
"DOTA_Item_Desc_Bloodletter__OffHand"	"Una hoja ceremonial empleada para preparar el sacrificio a los Despellejados."
"[english]DOTA_Item_Desc_Bloodletter__OffHand"	"A ceremonial blade, used to prepare sacrifice to the Flayed Ones."
"DOTA_Item_Desc_TempestSight_Axe"	"Se pueden encontrar muchas cosas extrañas en los restos de las naves hundidas."
"[english]DOTA_Item_Desc_TempestSight_Axe"	"Many strange things can be found in the wreckage of sunken ships."
"DOTA_Item_Desc_Dragonblood_Ravager"	"Construido con las escamas y los dientes de la gran dragona Vyxia, su ardiente sangre todavía mancha y calienta el filo."
"[english]DOTA_Item_Desc_Dragonblood_Ravager"	"Constructed from the scales and teeth of grand dragon Vyxia, her fiery blood still stains and heats the edge."
"DOTA_Item_Desc_Hammer_of_Hope"	"Pues hay esperanza para todos aquellos que presencian la caída del martillo y se arrepienten."
"[english]DOTA_Item_Desc_Hammer_of_Hope"	"For hope is brought to all who witness the hammer's fall and repent."
"DOTA_Item_Desc_Shard_of_the_Rift"	"En la frontera entre los reinos se encuentran unas piedras que existen fueran del mismísimo tiempo. Ser golpeado con una de estas piedras equivale a sentir una eternidad de dolor."
"[english]DOTA_Item_Desc_Shard_of_the_Rift"	"At the border between the realms lie stones that exist outside of time itself.  To be struck with such a stone is to feel an eternity of pain."
"DOTA_Item_Desc_Blade_of_Dead_Kings"	"Los siervos de Ostarion le obsequiaron con esta espada. La empuñadura está hecha con los huesos de reyes caídos, mientras que la hoja está forjada con las armaduras que llevaban puestas cuando murieron."
"[english]DOTA_Item_Desc_Blade_of_Dead_Kings"	"Ostarion's servants presented him with this sword.  The bones of fallen kings form the grip and hilt, while the blade is forged from the armor in which they died."
"DOTA_Item_Bonehunter_Bracers"	"Brazaletes del Cazador de Huesos"
"[english]DOTA_Item_Bonehunter_Bracers"	"Bonehunter Bracers"
"DOTA_Item_Desc_Bonehunter_Bracers"	"Al oeste se encuentran las tierras áridas, donde acechan los Cazadores de Huesos. Su tributo a los Despellejados es escaso, pero su ferocidad no tiene parangón."
"[english]DOTA_Item_Desc_Bonehunter_Bracers"	"To the west lie the drylands, where the Bonehunters stalk.  Their tribute to the Flayed Ones is small, but their ferocity is unmatched."
"DOTA_Item_Bonehunter_Tuskguard"	"Colmillos Protectores del Cazador de Huesos"
"[english]DOTA_Item_Bonehunter_Tuskguard"	"Bonehunter Tuskguard"
"DOTA_Item_Desc_Bonehunter_Tuskguard"	"Es tradición que un Cazador de Huesos se adorne con los dientes de su presa más feroz."
"[english]DOTA_Item_Desc_Bonehunter_Tuskguard"	"It is tradition that a Bonehunter adorns himself with the teeth of their fiercest kill."
"DOTA_Item_Bonehunter_Belt"	"Cinturón del Cazador de Huesos"
"[english]DOTA_Item_Bonehunter_Belt"	"Bonehunter Belt"
"DOTA_Item_Desc_Bonehunter_Belt"	"El estampado carmesí que cubre esta prenda debe ser restaurado regularmente con sangre fresca."
"[english]DOTA_Item_Desc_Bonehunter_Belt"	"The crimson pattern which covers this garment must be regularly restored with fresh blood."
"DOTA_Item_Bonehunter_Skullguard"	"Cubrecabezas del Cazador de Huesos"
"[english]DOTA_Item_Bonehunter_Skullguard"	"Bonehunter Skullguard"
"DOTA_Item_Desc_Bonehunter_Skullguard"	"Las bestias que vagan por las tierras áridas son feroces, pero pocas son rival para los Cazadores de Huesos."
"[english]DOTA_Item_Desc_Bonehunter_Skullguard"	"The beasts that wander the drylands are fierce, but no few are match for the Bonehunters."
"DOTA_Item_Bonehunter_Slicer"	"Rebanador del Cazador de Huesos"
"[english]DOTA_Item_Bonehunter_Slicer"	"Bonehunter Slicer"
"DOTA_Item_Desc_Bonehunter_Slicer"	"Los Cazadores de Huesos siguen las costumbres de una época en la que las armas aún no se forjaban en acero."
"[english]DOTA_Item_Desc_Bonehunter_Slicer"	"The Bonehunters adhere to the ways of a time before weapons could be forged from steel."
"DOTA_Item_Bonehunter_Slicer__OffHand"	"Rebanador del Cazador de Huesos - Secundario"
"[english]DOTA_Item_Bonehunter_Slicer__OffHand"	"Bonehunter Slicer - Off-Hand"
"DOTA_Item_Desc_Bonehunter_Slicer__OffHand"	"Los Cazadores de Huesos siguen las costumbres de una época en la que las armas aún no se forjaban en acero."
"[english]DOTA_Item_Desc_Bonehunter_Slicer__OffHand"	"The Bonehunters adhere to the ways of a time before weapons could be forged from steel."
"DOTA_Item_Bonehunter_Spineguard"	"Protegecolumnas del Cazador de Huesos"
"[english]DOTA_Item_Bonehunter_Spineguard"	"Bonehunter Spineguard"
"DOTA_Item_Desc_Bonehunter_Spineguard"	"Los Cazadores de Huesos creen que si protege desde dentro, entonces también tiene que proteger desde fuera."
"[english]DOTA_Item_Desc_Bonehunter_Spineguard"	"The Bonehunters believe that if it is good enough to protect from within, then it must also be good enough to protect from without."
"DOTA_Item_Bloodlords_Horns"	"Cuernos del Señor de la Sangre"
"[english]DOTA_Item_Bloodlords_Horns"	"Bloodlord's Horns"
"DOTA_Item_Helm_of_a_Savage_Age"	"Yelmo de la Era Salvaje"
"[english]DOTA_Item_Helm_of_a_Savage_Age"	"Helm of a Savage Age"
"DOTA_Item_Desc_Savage_Helmet"	"Un casco ceremonial para honrar la ferocidad de una era salvaje."
"[english]DOTA_Item_Desc_Savage_Helmet"	"A ceremonial headgarb to honor the ferocity of a savage age."
"DOTA_Item_Armor_of_a_Savage_Age"	"Armadura de la Era Salvaje"
"[english]DOTA_Item_Armor_of_a_Savage_Age"	"Armor of a Savage Age"
"DOTA_Item_Desc_Savage_Armor"	"En una era salvaje, anterior a que los Ursa obtuvieran el don de la palabra, éstos comunicaban sus alianzas y patrias a través de elaborados patrones y símbolos."
"[english]DOTA_Item_Desc_Savage_Armor"	"In a savage age, before the Ursa earned the gift of speech, they communicated alliances and homelands through elaborately designed patterns and sigils."
"DOTA_Item_Bracer_of_a_Savage_Age"	"Brazalete de la Era Salvaje"
"[english]DOTA_Item_Bracer_of_a_Savage_Age"	"Bracer of a Savage Age"
"DOTA_Item_Desc_Savage_Bracer"	"En ceremonia sagrada celebrada en los días de honor, los Ursa recuerdan un tiempo salvaje anterior a que éstos obtuvieran el don de la palabra."
"[english]DOTA_Item_Desc_Savage_Bracer"	"In hallowed ceremony on honored days, the Ursa remember a savage time before they earned the gift of speech."
"DOTA_Item_Belt_of_a_Savage_Age"	"Cinturón de la Era Salvaje"
"[english]DOTA_Item_Belt_of_a_Savage_Age"	"Belt of a Savage Age"
"DOTA_Item_Desc_Savage_Belt"	"Una prenda ceremonial en honor del tiempo salvaje anterior a que los Ursa obtuvieran el don de la palabra."
"[english]DOTA_Item_Desc_Savage_Belt"	"A ceremonial covering honoring a savage time before the Ursa earned the gift of speech."
"DOTA_Item_Desc_Shivas_Frost_Scepter"	"La leyenda hablaba de un cetro que yacía en el fondo de un lago helado, en una tierra azotada por una eterna tempestad de nieve. Quién tomó la reliquia del lugar donde reposaba, o cómo, ya nadie lo sabe."
"[english]DOTA_Item_Desc_Shivas_Frost_Scepter"	"Legend told of a scepter lying at the bottom of a frozen lake in a land forever tormented by a swirling blizzard.  Of who prized the relic from its resting place, and how, none now know."
"DOTA_Item_Desc_Rune_Inscribed_Cleaver"	"Las runas otorgan visiones del más allá a quienquiera que sea cortado por la hoja."
"[english]DOTA_Item_Desc_Rune_Inscribed_Cleaver"	"The runes grant visions of the afterlife to whoever is cut by the blade."
"DOTA_Item_Desc_HeadAche"	"Una rara pero útil mutación. Las púas son en realidad dientes malformados que crecieron fuera de lugar y fuera de control."
"[english]DOTA_Item_Desc_HeadAche"	"A rare but useful mutation. The spikes are actually malformed teeth that grew out of place, and well out of hand."
"DOTA_Item_Rhuis_TuningFork"	"Diapasón de Rhuis"
"[english]DOTA_Item_Rhuis_TuningFork"	"Rhuis Tuning-Fork"
"DOTA_Item_Desc_Rhuis_TuningFork"	"Un guerrero avezado que empuñe esta espada puede distinguir el tipo de hoja al que se enfrenta por el sonido que hace cuando chocan."
"[english]DOTA_Item_Desc_Rhuis_TuningFork"	"A skilled warrior wielding this sword can tell the type of blade he faces by the sound it makes when they clash."
"DOTA_Item_Carved_Grin_of_the_Trickster"	"Sonrisa Tallada del Embaucador"
"[english]DOTA_Item_Carved_Grin_of_the_Trickster"	"Carved Grin of the Trickster"
"DOTA_Item_Desc_Carved_Grin_of_the_Trickster"	"Pero ¿sonríe Yurnero alguna vez bajo la máscara?"
"[english]DOTA_Item_Desc_Carved_Grin_of_the_Trickster"	"But does Yurnero ever smile beneath the mask?"
"DOTA_Item_Summoners_Tambourine"	"Pandereta del Invocador"
"[english]DOTA_Item_Summoners_Tambourine"	"Summoner's Tambourine"
"DOTA_Item_Desc_Summoners_Tambourine"	"Los espíritus suelen responder a los que hacen más ruido."
"[english]DOTA_Item_Desc_Summoners_Tambourine"	"The spirits often respond to those who make the most noise."
"DOTA_Item_Legions_Wrath"	"Ira de la Legión"
"[english]DOTA_Item_Legions_Wrath"	"Legion's Wrath"
"DOTA_Item_Desc_Legions_Wrath"	"En las manos de uno, los usos de esta lanza son escasos. Sin embargo, en las manos de muchos..."
"[english]DOTA_Item_Desc_Legions_Wrath"	"In the hands of one, the uses of this lance are few.  In the hands of many, however..."
"DOTA_Item_Deros_Staff_of_Sanity"	"Bastón de la Cordura de Dero"
"[english]DOTA_Item_Deros_Staff_of_Sanity"	"Dero's Staff of Sanity"
"DOTA_Item_Desc_Deros_Staff_of_Sanity"	"Blandiendo un arma como ésta es difícil perder el contacto con la realidad."
"[english]DOTA_Item_Desc_Deros_Staff_of_Sanity"	"To grip such a weapon is to maintain one's hold on reality."
"DOTA_Item_Berserkers_Witchslayer"	"Cazabrujas del Berserker"
"[english]DOTA_Item_Berserkers_Witchslayer"	"Berserker's Witchslayer"
"DOTA_Item_Desc_Berserkers_Witchslayer"	"Las runas a lo largo del filo evitan que sea encantada por aquellos que traten de desarmar al portador."
"[english]DOTA_Item_Desc_Berserkers_Witchslayer"	"The runes along the edge prevent it from being enchanted by those that may seek to disarm the wielder."
"DOTA_Item_Crown_of_the_Comets_Tail"	"Corona del Rastro del Cometa"
"[english]DOTA_Item_Crown_of_the_Comets_Tail"	"Crown of the Comet's Tail"
"DOTA_Item_Desc_Crown_of_the_Comets_Tail"	"Aunque los historiadores de los imperios terrestres lo ignoran, las mitologías de las criaturas que habitan el mar con frecuencia miran a la luna y a las estrellas en busca de sabiduría y guía."
"[english]DOTA_Item_Desc_Crown_of_the_Comets_Tail"	"Although unknown to the land-based historians of terrestrial empires, the mythologies of sea-dwelling creatures oft look to the moon and stars for wisdom and guidance."
"DOTA_Item_The_Spiritual_Spirits"	"Los Espíritus Espirituales"
"[english]DOTA_Item_The_Spiritual_Spirits"	"The Spiritual Spirits"
"DOTA_Item_Desc_The_Spiritual_Spirits"	"Entre los Brewmasters de los Oyo, la embriaguez concienzuda es el único camino hacia la iluminación."
"[english]DOTA_Item_Desc_The_Spiritual_Spirits"	"Among the Brewmasters of Oyo diligent drunkenness is the only path to enlightenment."
"DOTA_Item_Flail_of_the_Great_Elder"	"Mangual del Gran Ancestro"
"[english]DOTA_Item_Flail_of_the_Great_Elder"	"Flail of the Great Elder"
"DOTA_Item_Desc_Flail_of_the_Great_Elder"	"El título de Brewmaster se gana en combate. Esta vetusta arma también va pasando con el título."
"[english]DOTA_Item_Desc_Flail_of_the_Great_Elder"	"The title of Brewmaster is won in combat. This ancient weapon is also passed with the title."
"DOTA_Item_Crescent_Sickle_of_the_Druid"	"Hoz Creciente del Druida"
"[english]DOTA_Item_Crescent_Sickle_of_the_Druid"	"Crescent Sickle of the Druid"
"DOTA_Item_Desc_Crescent_Sickle_of_the_Druid"	"Esta hoz es un símbolo y una herramienta ritual del Clan del Oso, una olvidada orden druídica que buscaba restablecer el mundo."
"[english]DOTA_Item_Desc_Crescent_Sickle_of_the_Druid"	"This sickle is a symbol and ritualistic tool of the Bear Clan, a forgotten druidic order that sought to restore the world."
"DOTA_Item_Poor_Armor_of_the_Druid"	"Armadura Mísera del Druida"
"[english]DOTA_Item_Poor_Armor_of_the_Druid"	"Poor Armor of the Druid"
"DOTA_Item_Desc_Poor_Armor_of_the_Druid"	"Los druidas del Clan del Oso eran marginados de la sociedad, sencillos habitantes de la naturaleza y caminantes del bosque. Tenían poco dinero o uso que darle."
"[english]DOTA_Item_Desc_Poor_Armor_of_the_Druid"	"The druids of the Bear Clan were outcasts to society, simple nature dwellers and forest walkers. They had little coin or use for coin."
"DOTA_Item_Shoulder_of_the_Noble"	"Hombro del Noble"
"[english]DOTA_Item_Shoulder_of_the_Noble"	"Shoulder of the Noble"
"DOTA_Item_Desc_Shoulder_of_the_Noble"	"Cada general de sangre noble de la Real Casa de Ambry llevaba estos cubrehombros como parte de su atuendo formal."
"[english]DOTA_Item_Desc_Shoulder_of_the_Noble"	"Each nobleblood general of the Royal House of Ambry bore these pauldrons as a part of their formal wear."
"DOTA_Item_Sange_and_Yasha"	"Sange y Yasha"
