"lang"
{
"Language"	"korean"
"[english]DOTA_Tooltip_ability_sniper_shrapnel_Lore"	"Kardel's modular rifle also fires incendiary rounds, useful for assaulting entrenched locations."
"DOTA_Tooltip_ability_sniper_headshot_Lore"	"카르델은 어린 시절에는 절벽 위 맹수들에게 무차별로 총을 갈겨 댔지만, 이제는 그 실력이 완전히 가다듬어져 전장에서 적을 압도합니다."
"[english]DOTA_Tooltip_ability_sniper_headshot_Lore"	"Taking potshots at steepstalkers in his childhood has been thoroughly refined into perfect leads on enemy combatants."
"DOTA_Tooltip_ability_sniper_take_aim_Lore"	"카르델은 언제나 위험을 최대한 멀리하면서도 자기가 해야 할 조준은 놓치지 않고 완벽하게 해냅니다."
"[english]DOTA_Tooltip_ability_sniper_take_aim_Lore"	"Kardel always takes it upon himself to stay as far from harm as he can while still performing his role - taking perfect aim."
"DOTA_Tooltip_ability_sniper_assassinate_Lore"	"카르델이 예언을 실현하고 고향으로 돌아가려면, 오래전 시험에서 해냈던 만큼 완벽한 한 발을 쏘아야 합니다."
"[english]DOTA_Tooltip_ability_sniper_assassinate_Lore"	"In order to fulfill the prophecy and return to his home town, Kardel must make another shot as perfect as the one on the day of his ancient test."
"DOTA_Tooltip_ability_necrolyte_death_pulse_Lore"	"수도사의 혈통에 새로 발견한 역병술을 결합하자 실로 무시무시한 결과가 나타났습니다."
"[english]DOTA_Tooltip_ability_necrolyte_death_pulse_Lore"	"Combining his monk heritage with his newfound affinity for plague has a menacing result."
"DOTA_Tooltip_ability_necrolyte_heartstopper_aura_Lore"	"강령사제에게 가까이 다가오는 자는 공기에서 역병과 전염병을 느낄 수 있습니다."
"[english]DOTA_Tooltip_ability_necrolyte_heartstopper_aura_Lore"	"Those who come within a short distance of Necrophos can feel pestilence and plague in the air."
"DOTA_Tooltip_ability_necrolyte_sadist_Lore"	"로툰드제르의 역병에 가엾게 쓰러진 영혼은 나중에 쓸 수 있도록 재활용됩니다."
"[english]DOTA_Tooltip_ability_necrolyte_sadist_Lore"	"Poor souls who succumb to Rotund'jere's plagues are recycled for future use."
"DOTA_Tooltip_ability_necrolyte_reapers_scythe_Lore"	"강령사제가 발휘하는 역병 마법은 죽음과 고통이 더해질수록 더욱 강해집니다."
"[english]DOTA_Tooltip_ability_necrolyte_reapers_scythe_Lore"	"The amount of death and suffering in the air increases the power of Necrophos's plague magic."
"DOTA_Tooltip_ability_dragon_knight_breathe_fire_Lore"	"강력한 장로고룡 슬라이락의 숨결 앞에 수많은 기사들이 잿더미가 되었습니다. 기사 다비온도 그에 견줄 만한 숨결을 지녔습니다."
"[english]DOTA_Tooltip_ability_dragon_knight_breathe_fire_Lore"	"Knight Davion's breath has become that of the mighty Eldwurm Slyrak, remembered for burning numerous other knights to a crisp."
"DOTA_Tooltip_ability_dragon_knight_dragon_tail_Lore"	"용의 힘과 기사의 무술을 갖춘 다비온은 근접전에서 뛰어난 실력을 발휘합니다."
"[english]DOTA_Tooltip_ability_dragon_knight_dragon_tail_Lore"	"Davion's combination of dragon talents and knightly skills makes him a vicious opponent in melee combat."
"DOTA_Tooltip_ability_dragon_knight_dragon_blood_Lore"	"슬라이락의 피를 물려받은 다비온은 평범한 기사의 두 배나 되는 활력을 자랑합니다."
"[english]DOTA_Tooltip_ability_dragon_knight_dragon_blood_Lore"	"Slyrak's blood still courses through Davion's veins, giving him twice the vitality of an ordinary knight."
"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_Lore"	"다비온이 잠재된 용의 능력을 발현하면, 전설적인 기사와 전설적인 장로고룡의 힘이 하나가 됩니다."
"[english]DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_Lore"	"The dormant dragon power springs forth from within Davion, combining the powers of a legendary knight with a legendary Eldwurm."
"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_bonus_movement_speed"	"보너스 이동 속도:"
"[english]DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_bonus_movement_speed"	"BONUS MOVE SPEED:"
"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_bonus_attack_range"	"보너스 공격 범위:"
"[english]DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_bonus_attack_range"	"BONUS ATTACK RANGE:"
"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_bonus_damage"	"보너스 피해량:"
"[english]DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_bonus_damage"	"BONUS DAMAGE:"
"Dota_Lobby_Kick"	"추방"
"[english]Dota_Lobby_Kick"	"Kick"
"DOTA_Tooltip_modifier_phantom_assassin_blur_active"	"눈속임"
"[english]DOTA_Tooltip_modifier_phantom_assassin_blur_active"	"Blur"
"DOTA_Tooltip_modifier_phantom_assassin_blur_active_Description"	"물리 피해를 막고자 분산됨"
"[english]DOTA_Tooltip_modifier_phantom_assassin_blur_active_Description"	"Blurring out to evade physical damage."
"commend_submitted"	"추천 제출 완료: 도타 2 커뮤니티가 발전하도록 도움을 주셔서 감사합니다."
"[english]commend_submitted"	"Commendation submitted:  Thank you for helping to improve the Dota 2 community."
"report_submitted"	"신고 제출 완료: 도타 2 커뮤니티가 발전하도록 도움을 주셔서 감사합니다."
"[english]report_submitted"	"Report submitted:  Thank you for helping to improve the Dota 2 community."
"duplicate_report"	"이미 이 플레이어에 대해 의견을 제출했습니다."
"[english]duplicate_report"	"You have already submitted feedback for this player."
"matchmaking_low_priority_local"	"게임을 중도에 포기했기 때문에 %s1 동안 저우선도 매치메이킹으로 플레이해야 합니다."
"[english]matchmaking_low_priority_local"	"You have %s1 remaining in the low priority matchmaking pool due to abandoning games."
"matchmaking_low_priority_party"	"%s1 님은 게임을 중도에 포기했기 때문에 %s2 동안 저우선도 매치메이킹으로만 게임할 수 있습니다."
"[english]matchmaking_low_priority_party"	"%s1 will only allow low priority matchmaking for %s2 due to abandoning games."
"update_notes"	"업데이트"
"[english]update_notes"	"UPDATES"
"feedback_forums"	"피드백 포럼"
"[english]feedback_forums"	"FEEDBACK FORUMS"
"place_holder"	"자리\n표시자"
"[english]place_holder"	"PLACE\nHOLDER"
"dota_hud_error_game_is_paused"	"게임 일시 중지"
"[english]dota_hud_error_game_is_paused"	"Game is Paused"
"TimeOfDay_Day"	"주간"
"[english]TimeOfDay_Day"	"Day"
"TimeOfDay_Night"	"야간"
"[english]TimeOfDay_Night"	"Night"
"TimeOfDay_am"	"시 (오전)"
"[english]TimeOfDay_am"	"a.m."
"TimeOfDay_pm"	"시 (오후)"
"[english]TimeOfDay_pm"	"p.m."
"DOTA_Tooltip_ability_slardar_sprint_Lore"	"슬라다는 심연에서 나온 이후 강력한 꼬리를 수영이 아닌 질주 용도로 사용합니다."
"[english]DOTA_Tooltip_ability_slardar_sprint_Lore"	"As Slardar has made the transition from the Deeps, it has been necessary to use his powerful tail for sprinting instead of swimming."
"DOTA_Tooltip_ability_slardar_slithereen_crush_Lore"	"강력한 힘과 거센 물결 앞에서는 아무리 막강한 방어라도 무너지고 맙니다."
"[english]DOTA_Tooltip_ability_slardar_slithereen_crush_Lore"	"A swift crush of might and water breaks even the toughest of defenses."
"DOTA_Tooltip_ability_slardar_bash_Lore"	"심연의 존재가 소유했던 보물을 훔친 도둑은 근접 전투에서 슬리더린 수호자의 흉포함을 직접 체험합니다."
"[english]DOTA_Tooltip_ability_slardar_bash_Lore"	"Thieves of the wealth of the Deep Ones meet the brutality of the Slithereen Guard in melee combat."
"DOTA_Tooltip_ability_slardar_amplify_damage_Lore"	"슬라다의 유인등은 숨은 적의 위치는 물론 그 약점까지 찾아냅니다."
"[english]DOTA_Tooltip_ability_slardar_amplify_damage_Lore"	"Slardar's lure-light reveals even the most hidden of opponents, as well as their vulnerabilities."
"DOTA_Tooltip_ability_beastmaster_wild_axes_Lore"	"자연 속에서 홀로 연습하는 동안 야수지배자는 도끼 한 쌍을 다루는 법에 통달하여, 적은 물론 나무까지 손쉽게 베어버립니다."
"[english]DOTA_Tooltip_ability_beastmaster_wild_axes_Lore"	"While learning to maneuver in nature alone, the Beastmaster also mastered the use of a pair of tomahawks, adept at cutting down trees as well as adversaries."
"DOTA_Tooltip_ability_beastmaster_call_of_the_wild_Lore"	"야수지배자는 어릴 적 그 신기한 짐승과 친구가 된 이후 필요할 때 동물을 불러내는 방법을 배웠습니다."
"[english]DOTA_Tooltip_ability_beastmaster_call_of_the_wild_Lore"	"After befriending the strange beast of his childhood, Beastmaster has learned to call to animals in times of need."
"DOTA_Tooltip_ability_beastmaster_inner_beast_Lore"	"동물들이 타고난 힘을 발휘하게 하는 야수지배자의 능력은 슬롬의 왕을 난폭하게 해칠 때 이미 드러났습니다."
"[english]DOTA_Tooltip_ability_beastmaster_inner_beast_Lore"	"Beastmaster's ability to incite the innate strength of animals was seen in the mauling of the king of Slom."
"DOTA_Tooltip_ability_beastmaster_primal_roar_Lore"	"야수지배자는 태곳적부터 있었던 본능을 야수와 같은 울음으로 토해내어 적의 무리를 완전히 짓밟아버리는 법을 배웠습니다."
"[english]DOTA_Tooltip_ability_beastmaster_primal_roar_Lore"	"The Beastmaster has learned to channel his primal instincts into an animalistic roar, causing devastation in the ranks of enemies."
"DOTA_Tooltip_ability_venomancer_venomous_gale_Lore"	"지디 섬의 정글에서 그러모은 갖가지 독침, 독물, 독소의 혼합물에 노출된 희생자는 생존할 확률이 거의 없습니다."
"[english]DOTA_Tooltip_ability_venomancer_venomous_gale_Lore"	"A concoction of various stings, poisons, and toxins gathered from the jungles of Jidi Isle, victims surviving it are rare."
"DOTA_Tooltip_ability_venomancer_poison_sting_Lore"	"맹독사는 자신의 몸을 변화시켰던 마비 침을 자신의 것으로 삼았습니다."
"[english]DOTA_Tooltip_ability_venomancer_poison_sting_Lore"	"The paralytic sting of the creature which caused his transformation now belongs to the Venomancer."
"DOTA_Tooltip_ability_venomancer_plague_ward_Lore"	"한때 지녔던 약초학자로서의 재능과 새로 얻은 독을 다루는 기술을 활용하여 살아 있는 역병의 형상을 만들어냅니다."
"[english]DOTA_Tooltip_ability_venomancer_plague_ward_Lore"	"A mixture of his old herbalist talents and newfound toxic mastery creates a living embodiment of plague."
"DOTA_Tooltip_ability_venomancer_poison_nova_Lore"	"산성의 정글에서는 공격자에게 유해한 독을 퍼붓는 생명체를 많이 볼 수 있습니다. 맹독사는 이 독을 지디 제도 바깥으로 퍼뜨립니다."
"[english]DOTA_Tooltip_ability_venomancer_poison_nova_Lore"	"In the Acid Jungles, creatures releasing noxious poison to their attackers is common; Venomancer spreads this plague beyond the Jidi Isle."
"DOTA_Tooltip_ability_faceless_void_time_walk_Lore"	"다크테러가 시공간에 구멍을 뚫어 클라스주림을 지나 순식간에 되돌아옵니다."
"[english]DOTA_Tooltip_ability_faceless_void_time_walk_Lore"	"Darkterror tears a hole in time, passing through Claszureme, and appearing back in an instant."
"DOTA_Tooltip_ability_faceless_void_backtrack_Lore"	"다크테러는 앞으로 다가올 일을 미리 볼 수 있습니다."
"[english]DOTA_Tooltip_ability_faceless_void_backtrack_Lore"	"Darkterror sees what has yet to be seen."
"DOTA_Tooltip_ability_faceless_void_time_lock_Lore"	"얼굴없는 전사의 타격은 차원을 넘나드는 힘으로 내려 꽂힙니다."
"[english]DOTA_Tooltip_ability_faceless_void_time_lock_Lore"	"The strike of the Faceless Void lands with dimension shifting force."
"DOTA_Tooltip_ability_faceless_void_chronosphere_Lore"	"클라스주림으로 통하는 틈이 벌어지면 그 안에 갖힌 불행한 영혼들은 되돌아올 가능성이 희박합니다."
"[english]DOTA_Tooltip_ability_faceless_void_chronosphere_Lore"	"When a rift opens to Claszureme, all poor souls caught within will likely never return."
"DOTA_Tooltip_ability_pugna_nether_blast_Lore"	"망각의 술법 중에는 황천의 틈에서 솟아나는 에메랄드빛 불꽃을 매섭게 폭발시키는 기술이 있습니다."
"[english]DOTA_Tooltip_ability_pugna_nether_blast_Lore"	"The Arts of Oblivion include a deafening blast of emerald flames from the Nether Reaches."
"DOTA_Tooltip_ability_pugna_decrepify_Lore"	"퍼그나는 어린 시절부터 익혀온 이 마법에 완전히 통달하여, 선의로든 악의로든 아니면 단순한 재미로든 다른 이를 황천계로 추방하는 행위에서 기쁨을 느낍니다."
"[english]DOTA_Tooltip_ability_pugna_decrepify_Lore"	"A now-mastered relic from his childhood, Pugna delights in banishing others into the Nether Realm, whether for good, evil, or simple enjoyment."
"DOTA_Tooltip_ability_pugna_nether_ward_Lore"	"퍼그나는 사원에서 망각의 술법을 익히는 동안 황천의 마법을 담은 와드 하나만으로 다른 수련생을 압도하는 법을 배웠습니다."
"[english]DOTA_Tooltip_ability_pugna_nether_ward_Lore"	"While at the lamasery for the Arts of Oblivion, Pugna learned to dominate his classmates with a simple ward charged with Nether magic."
"DOTA_Tooltip_ability_pugna_life_drain_Lore"	"퍼그나는 망각의 술법을 쓰는 이들 중 진정한 일인자가 되었습니다."
"[english]DOTA_Tooltip_ability_pugna_life_drain_Lore"	"Pugna has truly become more powerful than even the grandmaster of Oblivion."
"DOTA_Tooltip_ability_omniknight_purification_Lore"	"전능자를 모시는 사제들은 동료 전사의 부정함을 능숙하게 씻어 냅니다."
"[english]DOTA_Tooltip_ability_omniknight_purification_Lore"	"Priests of the Omniscience are adept at removing impurities from fellow warriors."
"DOTA_Tooltip_ability_omniknight_repel_Lore"	"퓨리스트의 마법 저항력은 희생의 구덩이에서 시험을 받고 확인되었습니다."
"[english]DOTA_Tooltip_ability_omniknight_repel_Lore"	"When faced with the pit of sacrifice, Purist's resilience to magic was tested and affirmed."
"DOTA_Tooltip_ability_omniknight_degen_aura_Lore"	"퓨리스트 선더래스가 뿜어내는 신성한 힘은 믿음이 약한 자들의 사기를 떨어뜨립니다."
"[english]DOTA_Tooltip_ability_omniknight_degen_aura_Lore"	"The holy embodiment of Purist Thunderwrath is enough to weaken those of lesser faith."
"DOTA_Tooltip_ability_omniknight_guardian_angel_Lore"	"모든 것을 보는 자가 퓨리스트의 친구들 위로 보호의 날개를 펼칩니다."
"[english]DOTA_Tooltip_ability_omniknight_guardian_angel_Lore"	"The All Seeing One casts down his protection over those that Purist calls friend."
"DOTA_Lobby_Watchable"	"관전 허용"
"[english]DOTA_Lobby_Watchable"	"Allow spectators"
"dota_matchgroup_useast"	"미국 동부"
"[english]dota_matchgroup_useast"	"US East"
