"lang"
{
"Language"	"czech"
"[english]npc_dota_hero_lion_bio"	"Once a Grandmaster of the Demon Witch tradition of sorcery, Lion earned fame among his brethren for fighting on the side of light and righteousness. But adulation corrupts. With powers surpassed only by his ambition, the mage was seduced by a demon and turned to evil, trading his soul for prestige. After committing horrible crimes that marred his soul, he was abandoned. The demon betrayed him, striking better deals with his enemies. Such was Lion’s rage that he followed the demon back to hell and slew it, ripping it limb from limb, taking its demonic hand for his own. However, such demonoplasty comes at a cost. Lion was transfigured by the process, his body transformed into something unrecognizable. He rose from hell, rage incarnate, slaying even those who had once called him master, and laying waste to the lands where he had once been so adored. He survives now as the sole practitioner of the Demon Witch tradition, and those who present themselves as acolytes or students are soon relieved of their mana and carried off by the faintest gust of wind."
"npc_dota_hero_lion_hype"	"Vyvolej úlomky démonického kamene, které odmrští nepřátele, a při jejich pádu je probodnou!\n\nZměň své protivníky v žáby!\n\nČerpej manu z těch, kteří ti odporují!\n\nRoztrhni ty zmetky vniřnostmi ven pouhým dotykem prstu!"
"[english]npc_dota_hero_lion_hype"	"Summon shards of demonic stone that send enemies flying, then impale them as they fall!\n\nTransform foes into frogs!\n\nDrain mana from those who oppose you!\n\nTurn the dastards inside out with the touch of a finger!"
"DOTA_Tooltip_ability_vengefulspirit_magic_missile"	"Magic Missile"
"[english]DOTA_Tooltip_ability_vengefulspirit_magic_missile"	"Magic Missile"
"DOTA_Tooltip_ability_vengefulspirit_magic_missile_Description"	"Vyšle na nepřátelskou jednotku kouzelnou raketu, která ji omráčí a udělí ji poškození."
"[english]DOTA_Tooltip_ability_vengefulspirit_magic_missile_Description"	"Fires a magic missile at an enemy unit, stunning and dealing damage."
"DOTA_Tooltip_ability_vengefulspirit_magic_missile_Lore"	"Magická střela, jednoduchá Skywrathská technika, je Sehndelin hlavní nástroj pomsty."
"[english]DOTA_Tooltip_ability_vengefulspirit_magic_missile_Lore"	"A simple Skywrath technique, the magic missile is Shendel's primary tool for vengeance."
"DOTA_Tooltip_ability_vengefulspirit_magic_missile_magic_missile_stun"	"TRVÁNÍ:"
"[english]DOTA_Tooltip_ability_vengefulspirit_magic_missile_magic_missile_stun"	"DURATION:"
"DOTA_Tooltip_ability_vengefulspirit_wave_of_terror"	"Wave of Terror"
"[english]DOTA_Tooltip_ability_vengefulspirit_wave_of_terror"	"Wave of Terror"
"DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_Description"	"Vengeful Spirit vyvolá zkažený nářek, který oslabí brnění nepřátel a odhalí směr jejich cesty."
"[english]DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_Description"	"Vengeful Spirit lets loose a wicked cry, weakening the armor of enemies and giving vision of the path."
"DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_Lore"	"Shendel svým hrůzou nahánějícím křikem dává najevo, že se blíží čas její pomsty."
"[english]DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_Lore"	"Shendel's haunting voice hints at her approaching vindication."
"DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_armor_reduction"	"REDUKCE BRNĚNÍ:"
"[english]DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_armor_reduction"	"ARMOR REDUCTION:"
"DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_tooltip_duration"	"TRVÁNÍ DEBUFFU:"
"[english]DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_tooltip_duration"	"DEBUFF DURATION:"
"DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_vision_duration"	"TRVÁNÍ VIZE:"
"[english]DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_vision_duration"	"VISION DURATION:"
"DOTA_Tooltip_ability_vengefulspirit_command_aura"	"Vengeance Aura"
"[english]DOTA_Tooltip_ability_vengefulspirit_command_aura"	"Vengeance Aura"
"DOTA_Tooltip_ability_vengefulspirit_command_aura_Description"	"Přítomnost Vengeful Spirit zvyšuje fyzické poškození všech přátelských jednotek v dosahu."
"[english]DOTA_Tooltip_ability_vengefulspirit_command_aura_Description"	"Vengeful Spirit's presence increases nearby friendly units' physical damage."
"DOTA_Tooltip_ability_vengefulspirit_command_aura_Lore"	"I přesto, že nemusí sdílet její nesmrtelnou vášeň pro pomstu, spojenci se vážou k jejímu fanatizmu v souboji."
"[english]DOTA_Tooltip_ability_vengefulspirit_command_aura_Lore"	"Although they may not share her undying passion for revenge, allies do draw on her fanaticism in combat."
"DOTA_Tooltip_ability_vengefulspirit_command_aura_bonus_damage_pct"	"%BONUS K POŠKOZENÍ:"
"[english]DOTA_Tooltip_ability_vengefulspirit_command_aura_bonus_damage_pct"	"%DAMAGE BONUS:"
"DOTA_Tooltip_ability_vengefulspirit_command_aura_aura_radius"	"DOSAH:"
"[english]DOTA_Tooltip_ability_vengefulspirit_command_aura_aura_radius"	"RADIUS:"
"DOTA_Tooltip_ability_vengefulspirit_nether_swap"	"Nether Swap"
"[english]DOTA_Tooltip_ability_vengefulspirit_nether_swap"	"Nether Swap"
"DOTA_Tooltip_ability_vengefulspirit_nether_swap_Description"	"Okamžitě si vymění pozici s cílovým hrdinou, ať už spojencem nebo nepřítelem. Nether Swap také přeruší veškeré vyvolávání na cíli.\n\nLze vylepšit pomocí Aghanim's Scepteru."
"[english]DOTA_Tooltip_ability_vengefulspirit_nether_swap_Description"	"Instantaneously swaps positions with a target Hero, friend or enemy.  Nether Swap interrupts channeling abilities on the target.\n\nUpgradable by Aghanim's Scepter."
"DOTA_Tooltip_ability_vengefulspirit_nether_swap_Lore"	"Mučednictví je malá cena za pomstu."
"[english]DOTA_Tooltip_ability_vengefulspirit_nether_swap_Lore"	"Martyrdom is a small price to pay for vengeance."
"DOTA_Tooltip_ability_vengefulspirit_nether_swap_tooltip_range"	"DOSAH:"
"[english]DOTA_Tooltip_ability_vengefulspirit_nether_swap_tooltip_range"	"RANGE:"
"npc_dota_hero_vengefulspirit_bio"	"I ten nejspokojenější Skywrath je navenek pořád jen mrzutý tvor, který má přirozenou tendenci se mstít i za tu nejmenší urážku. Vengeful Spirit je ale pomsta sama. Shendelzare kdysi bývala hrdá a nemilosrdná Skywrathka a jako prvorozená měla nárok na trůn Hrůzného hnízda, dokud ji nezradila sestra. Shendelzare byla chycena do sítě zabijáka, podařilo se jí ale dostat ven, bohužel za cenu jejích křídel. S obtížemi se dostala do bezpečí, přičemž byla neskutečně ponížena - musela jít pěšky. Shendelazre věděla, že bez jejích křídel ji Skywrathští nikdy nepojmou jako jejich vůdkyni. A její sestra, schovaná na nejvyšším místě hnízda, dosažitelném pouze letem, byla nedotknutelná. Protože padlá princezna nechtěla žít jako mrzák bez křídel, a protože neskutečným způsobem toužila po pomstě, dohodla se s bohyní Scree'auk a vzdala se svého zničeného těla ve prospěch nepomíjející formy duševní energie, poháněné pomstou a schopnou tropit obrovské materiální škody. Možná bude žít věčně neschopná letu, ale svoji pomstu rozhodně vykoná."
"[english]npc_dota_hero_vengefulspirit_bio"	"Even the most contented Skywrath is an ill-tempered creature, naturally inclined to seek revenge for the slightest insult. But Vengeful Spirit is the essence of vengeance. Once a proud and savage Skywrath scion, Shendelzare was first in succession for the Ghastly Eyrie until a sister's treachery robbed her of her birthright. Snared in an assassin's net, Shendelzare tore free only at the cost of her wings, limping away in the ultimate humiliation: On foot. With her wings broken, she knew the Skywrath would never accept her as ruler; and in the highest roost of the Eyrie, inaccessible except by winged flight, her sister was untouchable. Unwilling to live as a flightless cripple, and desiring revenge far more than earthly power, the fallen princess drove a bargain with the goddess Scree'auk: She surrendered her broken body for an imperishable form of spirit energy, driven by vengeance, capable of doing great damage in the material plane. She may spend eternity flightless, but she will have her revenge."
"npc_dota_hero_vengefulspirit_hype"	"Magické střely! Vypusť je! Ano!\n\nVydej ze sebe zatracený válečný řev, aby se nepřátelé báli!\n\nProhoď lokaci se svými nic netušícími nepřáteli; stáhni je do záhuby, zatímco sebe katapultuj do výhodnějších pozic!"
"[english]npc_dota_hero_vengefulspirit_hype"	"Magic missiles!  Launch them!  Yes!\n\nLet loose a wicked war cry to terrorize the enemy!\n\nSwap places with unwary foes--dragging them to their doom while catapulting yourself into positions of power!"
"DOTA_Tooltip_ability_witch_doctor_paralyzing_cask"	"Paralyzing Cask"
"[english]DOTA_Tooltip_ability_witch_doctor_paralyzing_cask"	"Paralyzing Cask"
"DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_Description"	"Hodí nádobku paralyzujícího prášku, která se začne odrážet mezi nepřátelskými jednotkami a každou z nich poškozuje a omračuje."
"[english]DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_Description"	"Launches a cask of paralyzing powder that ricochets between enemy units, stunning and damaging those it hits."
"DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_Lore"	"Witch Doctor recykluje kosti svých padlých přátel i nepřátel a používá jejich prach jako součást svého arzenálu talismanů a alchymie."
"[english]DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_Lore"	"The Witch Doctor recycles the bones of fallen friends and foes, using the powder as part of his arsenal of charms and alchemy."
"DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_bounces_tooltip"	"PŘESKOKY:"
"[english]DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_bounces_tooltip"	"BOUNCES:"
"DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_hero_duration"	"DOBA OMRÁČENÍ HRDINŮ:"
"[english]DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_hero_duration"	"HERO STUN DURATION:"
"DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_creep_duration"	"DOBA OMRÁČENÍ CREEPŮ:"
"[english]DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_creep_duration"	"CREEP STUN DURATION:"
"DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_hero_damage"	"POŠKOZENÍ HRDINY:"
"[english]DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_hero_damage"	"HERO DAMAGE:"
"DOTA_Tooltip_ability_witch_doctor_voodoo_restoration"	"Voodoo Restoration"
"[english]DOTA_Tooltip_ability_witch_doctor_voodoo_restoration"	"Voodoo Restoration"
"DOTA_Tooltip_ability_witch_doctor_voodoo_restoration_Description"	"Witch Doctor začne soustředit svoji magii na léčení přátelských jednotek v dosahu."
"[english]DOTA_Tooltip_ability_witch_doctor_voodoo_restoration_Description"	"Witch Doctor focuses his magic to heal nearby allied units."
"DOTA_Tooltip_ability_witch_doctor_voodoo_restoration_Lore"	"Zharvakko svůj hokus pokus neomezuje pouze na proklínání nepřátel, ale umí i celkem dobře léčit zranění."
"[english]DOTA_Tooltip_ability_witch_doctor_voodoo_restoration_Lore"	"Zharvakko's hocus pocus is not limited only to hexxing his opponents and is quite adept at curing ailments."
"DOTA_Tooltip_ability_witch_doctor_voodoo_restoration_mana_per_second"	"MANA ZA SEK.:"
"[english]DOTA_Tooltip_ability_witch_doctor_voodoo_restoration_mana_per_second"	"MANA PER SEC:"
"DOTA_Tooltip_ability_witch_doctor_voodoo_restoration_heal"	"LÉČENÍ:"
"[english]DOTA_Tooltip_ability_witch_doctor_voodoo_restoration_heal"	"HEAL:"
"DOTA_Tooltip_ability_witch_doctor_maledict"	"Maledict"
"[english]DOTA_Tooltip_ability_witch_doctor_maledict"	"Maledict"
"DOTA_Tooltip_ability_witch_doctor_maledict_Description"	"Prokleje všechny nepřátelské hrdiny ve vybrané oblasti. Postižení hrdinové dostanou každé 4 sekundy poškození. Navíc obdrží bonusové poškození za každých ztracených 100 bodů zdraví od začátku kletby."
"[english]DOTA_Tooltip_ability_witch_doctor_maledict_Description"	"Curses all enemy Heroes in an area, causing them to take damage every 4 seconds, adding bonus damage for every 100 HP lost since the curse began."
"DOTA_Tooltip_ability_witch_doctor_maledict_Lore"	"Některá voodoo kouzla donutí nepřátele litovat, že se kdy Witch Doctorovi postavili."
"[english]DOTA_Tooltip_ability_witch_doctor_maledict_Lore"	"Certain voodoo magics can make an enemy regret engaging the Witch Doctor."
"DOTA_Tooltip_ability_witch_doctor_maledict_bonus_damage"	"BONUS K POŠKOZENÍ:"
"[english]DOTA_Tooltip_ability_witch_doctor_maledict_bonus_damage"	"BONUS DAMAGE:"
"DOTA_Tooltip_ability_witch_doctor_death_ward"	"Death Ward"
"[english]DOTA_Tooltip_ability_witch_doctor_death_ward"	"Death Ward"
"DOTA_Tooltip_ability_witch_doctor_death_ward_Description"	"VYVOLÁVÁ SE – Přivolá smrtelnou wardu, která útočí na nepřátelské hrdiny. Death Warda má dosah útoku 700 jednotek a útočí jednou za 0,25 sekund. Na třetí úrovni se střela z wardy jednou odrazí. Trvá 8 sekund.\n\nLze vylepšit pomocí Aghanim's Scepteru."
"[english]DOTA_Tooltip_ability_witch_doctor_death_ward_Description"	"CHANNELED - Summons a deadly ward to attack enemy heroes.  The Death Ward has attack range of 700, and attacks every .25 seconds.  Level 3 Death Ward bounces once. Lasts 8 seconds.\n\nUpgradable by Aghanim's Scepter."
"DOTA_Tooltip_ability_witch_doctor_death_ward_Lore"	"Witch Doctor provede rituální tanec – takový, který straší ve snech všechny, kteří ještě žijí."
"[english]DOTA_Tooltip_ability_witch_doctor_death_ward_Lore"	"Witch Doctor performs a ritualistic dance, one that haunts the dreams of those who live to recount it."
"npc_dota_hero_witch_doctor_bio"	"Šlachovitá silueta ženoucí se vpřed - křivé končetiny a rysy, bizardní chůze, neúnavně křižující bojištěm při hledání těch zásadně slabých míst, na které jeho talent dokáže nejlépe zapůsobit, a způsobit největší škody. Ať už rozbité nebo špatně rostené není jasné, ale přesto nikdo nemůže pochybovat o síle nesené v jeho zkroucené postavě. Dlouhá tyč buší do země jak Zharvakko , Witch Doctor postupuje, sesílá děsivý arzenál kleteb, úchylek a kouzel. Jedná se o tělo magických poznatků získaných a zdokonalovaných několik generací v ostrovní vysočině Arktury, nyní vládnoucí precizní přesností proti jeho nepřátelům. Zharvakko může být váš nejlepší přítel nebo váš nejhorší nepřítel - léčí spojence a ničí všechny, kdo se mu postaví do cesty."
"[english]npc_dota_hero_witch_doctor_bio"	"A wiry silhouette hitches forward--uneven of feature and limb, bizarre of gait, relentlessly criss-crossing the battlefield in search of that vital weak point where his talents can do most good, and most harm. Whether broken or mismade it is not clear, but still, none can doubt the power carried in his twisted physique. A long staff thumps the earth as Zharvakko the Witch Doctor advances, deploying a terrifying arsenal of fetishes, hexes and spells.  It is a body of magical knowledge learned and perfected over several lifetimes in the island highlands of Arktura, now wielded with precision accuracy against his enemies. Zharvakko can be your best friend or your worst enemy--healing allies and laying waste to all who oppose him."
