"lang"
{
"Language"	"turkish"
"DOTA_Tooltip_ability_antimage_mana_void_Description"	"Hedef birimin eksik olan her manası için ona ve çevresindeki düşmanlara hasar verilir. Ana hedef ayrıca kısa bir süreliğine sersemletilir."
"[english]DOTA_Tooltip_ability_antimage_mana_void_Description"	"For each point of mana missing by the target unit, damage is dealt to it and surrounding enemies.  The main target is also mini-stunned."
"DOTA_Tooltip_ability_antimage_mana_void_Lore"	"Anti-Mage, düşmanlarına diz çöktürdükten sonra onları büyülü sanatları kullandıkları için cezalandırır."
"[english]DOTA_Tooltip_ability_antimage_mana_void_Lore"	"After bringing enemies to their knees, Anti-Mage punishes them for their use of the arcane arts."
"DOTA_Tooltip_ability_antimage_mana_void_mana_void_damage_per_mana"	"HASAR:"
"[english]DOTA_Tooltip_ability_antimage_mana_void_mana_void_damage_per_mana"	"DAMAGE:"
"DOTA_Tooltip_ability_antimage_mana_void_mana_void_ministun"	"SERSEMLETME SÜRESİ:"
"[english]DOTA_Tooltip_ability_antimage_mana_void_mana_void_ministun"	"STUN DURATION:"
"DOTA_Tooltip_ability_antimage_mana_void_mana_void_aoe_radius"	"YARIÇAP:"
"[english]DOTA_Tooltip_ability_antimage_mana_void_mana_void_aoe_radius"	"RADIUS:"
"npc_dota_hero_antimage_bio"	"Turstarkuri keşişleri, dağın tepesindeki tapınaklarından, aşağı vadide yaşayan insanların istilacılar tarafından dalga dalga katledilişini izlediler. Diğer insanların fani meseleleri ile uğraşmak istemeyen ve pragmatik düşünceyi savunan keşişler; içerisinde herhangi bir tanrının ya da dünyevi elementin bulunmadığı zihinsel köşelerinde meditasyon yaparak inzivaya çekilmeyi tercih ettiler. Ancak bir gün tapınağın kapılarına; tüm bölge dinlerini, kendi korkunç ve sinsi dinleri ile değiştirmek isteyen \"Ölü Tanrının Lejyonu\" tarikatı dayandı. Karanlık büyü sanatları ile kandan başka hiçbir şey bilmeyen ve bu toprakların altında yatan ölmüş savaşçıların cansız bedenlerini geri dirilttiler ve ruhlarını ölüler diyarından geri çağırarak bu bedenlere tıktılar. Üzerlerine akın akın gelen ölüler ordusuna karşı manastır ancak iki hafta kadar direnebildi. Tüm bu saldırılar sırasında meditasyonlarını bırakıp da kafalarını kaldırma zahmetini gösteren birkaç rahip ise istilacıların aslında meditasyonlarını bozmak için kendilerine görünen bir hayal olduğunu düşünerek daha da fazla konsantre oldular ve meditasyonlarına geri döndüler. Kapılar yıkılıp ölüler ordusu içeri doluştuğunda keşişlerin bir çoğu meditasyon yaptıkları rahat ipek minderlerinin üzerinde katledildi. Koca tapınaktan geriye yalnızca genç bir rahip sağ kurtulabildi. Manastıra bilgelik arayışı ile yeni gelmiş ve keşiş olarak daha kabul edilmemiş genç bir çıraktı bu. Bir zamanlar yeşil çay ve kuşburnu servis ettiği keşişlerin, önce vahşice öldürülüp, sonra Ölü Tanrı'nın rahibi olmak için canlandırılmalarını dehşet içerisinde izleyen genç çırak; bulabildiği birkaç Turstarkuri kutsal yazıtından başka bir şeyi olmadan tapınaktan kaçmayı başardı ve güvenli topraklara varana kadar koşmaya devam etti. Zamanla kendini Turstarkuri yolunda geliştiren bu çırak, ölen keşişlerin intikamını almak için yalnızca Ölü Tanrı'nın büyülerini değil; iyi ya da kötü olsun, kullanılan tüm büyüleri ve büyü kullanıcılarını ortadan kaldırmaya yemin etti.
 "
"[english]npc_dota_hero_antimage_bio"	"The monks of Turstarkuri watched the rugged valleys below their mountain monastery as wave after wave of invaders swept through the lower kingdoms. Ascetic and pragmatic, in their remote monastic eyrie they remained aloof from mundane strife, wrapped in meditation that knew no gods or elements of magic. Then came the Legion of the Dead God, crusaders with a sinister mandate to replace all local worship with their Unliving Lord's poisonous nihilosophy. From a landscape that had known nothing but blood and battle for a thousand years, they tore the souls and bones of countless fallen legions and pitched them against Turstarkuri. The monastery stood scarcely a fortnight against the assault, and the few monks who bothered to surface from their meditations believed the invaders were but demonic visions sent to distract them from meditation. They died where they sat on their silken cushions. Only one youth survived--a pilgrim who had come as an acolyte, seeking wisdom, but had yet to be admitted to the monastery. He watched in horror as the monks to whom he had served tea and nettles were first slaughtered, then raised to join the ranks of the Dead God's priesthood. With nothing but a few of Turstarkuri's prized dogmatic scrolls, he crept away to the comparative safety of other lands, swearing to obliterate not only the Dead God's magic users--but to put an end to magic altogether. "
"npc_dota_hero_antimage_hype"	"Düşmanlarının manalarını yak!\n\nMücadelenin içine veya dışına ışınlan!\n\nKendini bir anti büyü kalkanıyla koru!"
"[english]npc_dota_hero_antimage_hype"	"Burn through your enemies' mana!\n\nBlink in and out of the fray!\n\nProtect yourself with an anti-magic shield!"
"DOTA_Tooltip_ability_queenofpain_shadow_strike"	"Shadow Strike"
"[english]DOTA_Tooltip_ability_queenofpain_shadow_strike"	"Shadow Strike"
"DOTA_Tooltip_ability_queenofpain_shadow_strike_Description"	"Büyük anlık hasar veren, ardından da süre üzerinden hasar veren zehirli bir hançer fırlatır. Zehirlenen birimin hareket hızı 15 saniye boyunca yavaşlatılır. Hasar 3 saniyede bir alınır."
"[english]DOTA_Tooltip_ability_queenofpain_shadow_strike_Description"	"Hurls a poisoned dagger which deals large initial damage, and then deals damage over time. The poisoned unit has its movement speed slowed for 15 seconds.  An instance of damage is dealt every 3 seconds."
"DOTA_Tooltip_ability_queenofpain_shadow_strike_Lore"	"Akasha'nın zehirli hançeri, ona kurbanlarını bitkin şekilde kıvrandırmanın hazzını yaşatır."
"[english]DOTA_Tooltip_ability_queenofpain_shadow_strike_Lore"	"Akasha's envenomed dagger allows her to delight in the drawn out suffering of her victims."
"DOTA_Tooltip_ability_queenofpain_shadow_strike_movement_slow"	"%YAVAŞLATMA:"
"[english]DOTA_Tooltip_ability_queenofpain_shadow_strike_movement_slow"	"%SLOW:"
"DOTA_Tooltip_ability_queenofpain_shadow_strike_strike_damage"	"VURUŞ HASARI:"
"[english]DOTA_Tooltip_ability_queenofpain_shadow_strike_strike_damage"	"STRIKE DAMAGE:"
"DOTA_Tooltip_ability_queenofpain_shadow_strike_duration_damage"	"ZAMANLA OLUŞAN HASAR:"
"[english]DOTA_Tooltip_ability_queenofpain_shadow_strike_duration_damage"	"DAMAGE OVER TIME:"
"DOTA_Tooltip_ability_queenofpain_blink"	"Blink"
"[english]DOTA_Tooltip_ability_queenofpain_blink"	"Blink"
"DOTA_Tooltip_ability_queenofpain_blink_Description"	"Queen of Pain'in mücadeleye girip çıkmasını sağlayan kısa mesafeli ışınlanma."
"[english]DOTA_Tooltip_ability_queenofpain_blink_Description"	"Short distance teleportation that allows Queen of Pain to move in and out of combat."
"DOTA_Tooltip_ability_queenofpain_blink_Lore"	"Gizli Kraliçe, azabından kaçışı imkansız kılarak ünvanını hak eder."
"[english]DOTA_Tooltip_ability_queenofpain_blink_Lore"	"The Secret Queen lives up to her title, making her pain impossible to escape."
"DOTA_Tooltip_ability_queenofpain_blink_blink_range"	"MENZİL:"
"[english]DOTA_Tooltip_ability_queenofpain_blink_blink_range"	"RANGE:"
"DOTA_Tooltip_ability_queenofpain_scream_of_pain"	"Scream Of Pain"
"[english]DOTA_Tooltip_ability_queenofpain_scream_of_pain"	"Scream Of Pain"
"DOTA_Tooltip_ability_queenofpain_scream_of_pain_Description"	"Queen of Pain yakındaki düşmanlara hasar veren acı bir çığlık atar."
"[english]DOTA_Tooltip_ability_queenofpain_scream_of_pain_Description"	"The Queen of Pain lets loose a piercing scream around her, damaging nearby enemies."
"DOTA_Tooltip_ability_queenofpain_scream_of_pain_Lore"	"Akasha'nın şehvet uyandıran sesi onun düşmanlarını çağırarak ruhlarını çalar."
"[english]DOTA_Tooltip_ability_queenofpain_scream_of_pain_Lore"	"The sultry voice of Akasha beckons her opponents while stealing their souls."
"DOTA_Tooltip_ability_queenofpain_scream_of_pain_area_of_effect"	"YARIÇAP:"
"[english]DOTA_Tooltip_ability_queenofpain_scream_of_pain_area_of_effect"	"RADIUS:"
"DOTA_Tooltip_ability_queenofpain_sonic_wave"	"Sonic Wave"
"[english]DOTA_Tooltip_ability_queenofpain_sonic_wave"	"Sonic Wave"
"DOTA_Tooltip_ability_queenofpain_sonic_wave_Description"	"Queen of Pain'in önünde, yoluna çıkan tüm düşman birimlerine ağır hasar veren dev bir ses dalgası yaratır.\n\nAghanim's Scepter ile geliştirilebilir."
"[english]DOTA_Tooltip_ability_queenofpain_sonic_wave_Description"	"Creates a gigantic wave of sound in front of Queen of Pain, dealing heavy damage to all enemy units in its wake.\n\nUpgradable with Aghanim's Scepter."
"DOTA_Tooltip_ability_queenofpain_sonic_wave_Lore"	"Akasha'nın işkenceleri arasında en naziği olan Sonic Wave zavallı düşmanlarının ızdırabını sona erdirir."
"[english]DOTA_Tooltip_ability_queenofpain_sonic_wave_Lore"	"Her most exquisite of all of torments, Akasha's Sonic Wave puts her poor foes out of their misery."
"npc_dota_hero_queenofpain_bio"	"Elze'in ruhani kralı acıya, özellikle de yasaklanmış acıya karşı büyük bir arzu besliyordu. Daha düşük kademedeki biri için böylesine arzular akılsızca olarak nitelendirilebilir ancak bu kişi hükümdarsa, bu tip arzuları tatmin etmek İlahi Taht'ın faziletine gölge düşürür. Bu nedenle zindanına gidip, kendisine hizmet etmesi için her kim işkenceci bir dişi şeytan yaratırsa ona özgürlüğünü verme vaadinde bulundu. Akasha ismindeki bir yaratık gelip ona öylesine zarif işkenceler sundu ki; ona Gizli Kraliçe adını verdi ve tüm boş zamanını onun zeki işkencelerine sunmaya başladı. Birdenbire tüm sorumluluklarını bırakarak sadece onun sunabileceği acı dolu hazların peşinden koşmaya başladı. Queen of Pain, onu ölümün eşiğine getirmeyi başardı ancak hayatta kalmak için onu da hayatta tutmak zorundaydı. Sonunda kralın ihmalkarlığı bir isyana yol açtı. Tahtından Yalvarış Kulesi'ne sürüklendi, Queen of Pain esaretten kurtuldu ve farketmeye tenezzül ettiği herkese eziyet etmek üzere salıverildi."
"[english]npc_dota_hero_queenofpain_bio"	"The Ecclesiast-King of Elze nursed a desire for pain--forbidden pain. In a less prominent political figure, such desires might be considered unwise, but in a monarch of his stature, to satisfy such thirsts would have threatened the virtue of the Divine Throne itself. Therefore he turned to his dungeon full of demonologists, promising freedom to whoever could summon a personal succubus of torment and bind it entirely to his service. The creature who arrived, Akasha by name, visited upon him such exquisite torments that he named her his Secret Queen, and he began to spend all his spare moments submitting to her clever torments--eventually abdicating all his responsibilities in his pursuit of the painful pleasures that only she could bring. Queen of Pain could bring him to the brink of death, but she was rune-bound to keep him alive. At last the King's neglect of state brought on an uprising. He was dragged from his chamber and hurled from the Tower of Invocations, and at the moment of death, Queen of Pain was let loose into the world, freed from servitude--freed to visit her sufferings on anyone she deigned to notice."
"npc_dota_hero_queenofpain_hype"	"Zehirli hançerler fırlat!\n\nMücadelenin içine ve dışına ışınlan!\n\nDüşmanlarına hasar veren delici bir dalga açığa çıkar!"
"[english]npc_dota_hero_queenofpain_hype"	"Hurl poison daggers!\n\nTeleport in and out of combat!\n\nUnleash a piercing wave of sound that damages your enemies!"
"DOTA_Tooltip_ability_lina_dragon_slave"	"Dragon Slave"
"[english]DOTA_Tooltip_ability_lina_dragon_slave"	"Dragon Slave"
"DOTA_Tooltip_ability_lina_dragon_slave_Description"	"Lina, bir ejderin nefesini yönlendirerek yoluna çıkan her şeyi kül eden bir ateş dalgası gönderir."
"[english]DOTA_Tooltip_ability_lina_dragon_slave_Description"	"Lina channels the breath of a dragon, sending out a wave of fire that scorches every enemy in its path."
"DOTA_Tooltip_ability_lina_dragon_slave_Lore"	"Lina, Misrule'un kavrulmuş çölünde, Çöl Ejderinin alevli nefesini yönlendirmeyi bir eğlence biçimi olarak öğrendi."
"[english]DOTA_Tooltip_ability_lina_dragon_slave_Lore"	"In the scorched barren of Misrule, Lina learned to manipulate the fiery breath of the Desert Wyrm as a form of entertainment."
"DOTA_Tooltip_ability_lina_light_strike_array"	"Light Strike Array"
"[english]DOTA_Tooltip_ability_lina_light_strike_array"	"Light Strike Array"
"DOTA_Tooltip_ability_lina_light_strike_array_Description"	"Düşmanlara hasar veren ve onları sersemleten bir alev sütunu yaratır."
"[english]DOTA_Tooltip_ability_lina_light_strike_array_Description"	"Summons a column of flames that damages and stuns enemies."
"DOTA_Tooltip_ability_lina_light_strike_array_Lore"	"Lina'nın ruhu güneşin enejisine odaklanarak havayı istediği gibi tutuşturmasına olanak sağlar."
"[english]DOTA_Tooltip_ability_lina_light_strike_array_Lore"	"Lina's essence allows her to focus the sun's energies, causing air to combust at will."
"DOTA_Tooltip_ability_lina_light_strike_array_light_strike_array_stun_duration"	"SERSEMLETME SÜRESİ:"
"[english]DOTA_Tooltip_ability_lina_light_strike_array_light_strike_array_stun_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_lina_fiery_soul"	"Fiery Soul"
"[english]DOTA_Tooltip_ability_lina_fiery_soul"	"Fiery Soul"
"DOTA_Tooltip_ability_lina_fiery_soul_Description"	"Lina her büyü yaptığında fazladan saldırı ve hareket hızı kazanır. Etkiler istiflenir. 7 saniye sürer."
"[english]DOTA_Tooltip_ability_lina_fiery_soul_Description"	"Grants bonus attack and movement speed each time Lina casts a spell. Stacks with itself. Lasts 7 seconds."
"DOTA_Tooltip_ability_lina_fiery_soul_Lore"	"Dans eden alevler Lina'nın eğlenceli ruhunu yansıtarak gerçek parıltısını ortaya çıkarır."
"[english]DOTA_Tooltip_ability_lina_fiery_soul_Lore"	"Dancing flames embody Lina's playful nature, bringing out her true blazing self."
"DOTA_Tooltip_ability_lina_fiery_soul_fiery_soul_attack_speed_bonus"	"FAZLADAN SALDIRI HIZI:"
"[english]DOTA_Tooltip_ability_lina_fiery_soul_fiery_soul_attack_speed_bonus"	"ATTACK SPEED BONUS:"
"DOTA_Tooltip_ability_lina_fiery_soul_fiery_soul_move_speed_bonus"	"%FAZLADAN HAREKET HIZI:"
"[english]DOTA_Tooltip_ability_lina_fiery_soul_fiery_soul_move_speed_bonus"	"%MOVE SPEED BONUS:"
"DOTA_Tooltip_ability_lina_fiery_soul_fiery_soul_max_stacks"	"MAKS İSTİF:"
"[english]DOTA_Tooltip_ability_lina_fiery_soul_fiery_soul_max_stacks"	"MAX STACKS:"
"DOTA_Tooltip_ability_lina_laguna_blade"	"Laguna Blade"
"[english]DOTA_Tooltip_ability_lina_laguna_blade"	"Laguna Blade"
"DOTA_Tooltip_ability_lina_laguna_blade_Description"	"Tek bir düşman birimine büyük hasar veren bir yıldırım yollar.\n\nAghanim's Scepter ile geliştirilebilir."
"[english]DOTA_Tooltip_ability_lina_laguna_blade_Description"	"Fires off a bolt of lightning at a single enemy unit, dealing massive damage.\n\nUpgradable with Aghanim's Scepter."
"DOTA_Tooltip_ability_lina_laguna_blade_Lore"	"Lina'nın etrafındaki hava öylesine yakıcı hale gelir ki; beyaz, sıcak yıldırıma fazla yaklaşan düşmanı kül eder."
"[english]DOTA_Tooltip_ability_lina_laguna_blade_Lore"	"The air around Lina becomes so intensely torrid that it scorches a foe that comes too close with white-hot lightning."
"npc_dota_hero_lina_bio"	"Çocukluklarını beraber geçirdikleri ılıman iklimli bölgede, Slayer Lina ve küçük kardeşi Crystal Maiden Rylai arasındaki kardeş rekabeti tam manasıyla efsaneviydi. Buna rağmen Crystal hilekarlıktan anlamıyorken ve bu kadar safken, Lina'nın ateşe olan hevesi zeka ve hoşgörü üzerine kurulu olduğundan, Lina her zaman bir adım öndeydi. Bu uyumsuz çocukların çılgına dönen ebeveynleri çocuklar ayrılırsa hayatın çok daha rahat olacağını farketmeden önce birini alevlere diğerini buza derken yarım düzine çiftlik kaybetti. Büyük olan Lina güneye, çok uzakta alev düşkünü Slayer için rahattan da öte olan Misrule Çölü'nde yaşayan sabırlı halasına gönderildi. Gelişi uyuşuk yöre insanını oldukça etkiledi ve birden fazlası kül olmuş parmaklar ya da yanmış kaşlardan muzdarip olarak aşağılanmış şekilde reddedildi. Lina gururlu ve kendinden emindir ve hiçbir şey onun alevlerini söndüremez."
"[english]npc_dota_hero_lina_bio"	"The sibling rivalries between Lina the Slayer, and her younger sister Rylai, the Crystal Maiden, were the stuff of legend in the temperate region where they spent their quarrelsome childhoods together. Lina always had the advantage, however, for while Crystal was guileless and naive, Lina's fiery ardor was tempered by cleverness and conniving. The exasperated parents of these incompatible offspring went through half a dozen homesteads, losing one to fire, the next to ice, before they realized life would be simpler if the children were separated. As the oldest, Lina was sent far south to live with a patient aunt in the blazing Desert of Misrule, a climate that proved more than comfortable for the fiery Slayer. Her arrival made quite an impression on the somnolent locals, and more than one would-be suitor scorched his fingers or went away with singed eyebrows, his advances spurned. Lina is proud and confident, and nothing can dampen her flame."
"npc_dota_hero_lina_hype"	"Kolaylıkla ateş topları fırlat!\n\nEjderhadan şok dalgaları yolla!\n\nYeryüzünü alev sütunlarıyla kül et!\n\nRakibini mavi alev toplarıyla kızart!"
"[english]npc_dota_hero_lina_hype"	"Hurl fireballs with ease!\n\nUnleash a shockwave of dragons!\n\nScorch the earth with pillars of flame!\n\nFry your foe with bolts of blue fire!"
"DOTA_Tooltip_ability_mirana_arrow"	"Sacred Arrow"
"[english]DOTA_Tooltip_ability_mirana_arrow"	"Sacred Arrow"
"DOTA_Tooltip_ability_mirana_arrow_Description"	"Ölümcül hassaslık ile çarptığı ilk düşman birimi sersemleten ve büyük hasar yaratan bir ok fırlatır. Sersemletme süresi hedefin uzaklığına göre 0.5 saniyeden 5 saniyeye kadar artış gösterir. Hedefin uzaklığına göre 100'e kadar fazladan hasar verir."
"[english]DOTA_Tooltip_ability_mirana_arrow_Description"	"Fires an arrow with deadly precision, dealing large damage and stunning the first enemy unit it strikes. Stun duration increases based on distance to target, ranging from 0.5 to 5 seconds. Bonus damage up to 100 is applied based on distance to target."
"DOTA_Tooltip_ability_mirana_arrow_Lore"	"Ay enerjileri Ay Prensesi'nin okunu çoğu şeyden daha ölümcül kılar."
"[english]DOTA_Tooltip_ability_mirana_arrow_Lore"	"Lunar energies make the Princess of the Moon's arrows more deadly than most."
"DOTA_Tooltip_ability_mirana_arrow_arrow_range"	"MENZİL:"
"[english]DOTA_Tooltip_ability_mirana_arrow_arrow_range"	"RANGE:"
"DOTA_Tooltip_ability_mirana_arrow_arrow_min_stun"	"MİNİMUM SERSEMLETME:"
"[english]DOTA_Tooltip_ability_mirana_arrow_arrow_min_stun"	"MINIMUM STUN:"
"DOTA_Tooltip_ability_mirana_arrow_arrow_max_stun"	"MAKSİMUM SERSEMLETME:"
"[english]DOTA_Tooltip_ability_mirana_arrow_arrow_max_stun"	"MAXIMUM STUN:"
"DOTA_Tooltip_ability_mirana_invis"	"Moonlight Shadow"
"[english]DOTA_Tooltip_ability_mirana_invis"	"Moonlight Shadow"
"DOTA_Tooltip_ability_mirana_invis_Description"	"Mirana'yı ve tüm dost kahramanları görünmez yapar. Görünmezlik bozulursa ve Shadow'un süresi bitmediyse, gözden kaybolma gecikmesinden sonra görünmezlik yenilenir. Susturulmak, Moonlight Shadow'u durdurur."
"[english]DOTA_Tooltip_ability_mirana_invis_Description"	"Turns Mirana and all allied heroes invisible. If Invisibility is broken, it will restore after fade delay if the shadow's duration has not expired.  Silence will stop Moonlight Shadow."
"DOTA_Tooltip_ability_mirana_invis_Lore"	"Selemene ile imtiyazlı ilişkisi Mirana'ya güneşi örtüp, müttefiklerini gölgelerde gizleme yeteneği kazandırmıştır."
"[english]DOTA_Tooltip_ability_mirana_invis_Lore"	"Her tenure with Selemene allows Mirana to eclipse the ground, wrapping her allies in a cloak of shadows."
"DOTA_Tooltip_ability_mirana_invis_fade_delay"	"GÖZDEN KAYBOLMA GECİKMESİ:"
"[english]DOTA_Tooltip_ability_mirana_invis_fade_delay"	"FADE DELAY:"
"DOTA_Tooltip_ability_mirana_invis_duration"	"SÜRE:"
"[english]DOTA_Tooltip_ability_mirana_invis_duration"	"DURATION:"
"DOTA_Tooltip_ability_mirana_leap"	"Leap"
"[english]DOTA_Tooltip_ability_mirana_leap"	"Leap"
"DOTA_Tooltip_ability_mirana_leap_Description"	"Mirana savaşa doğru sıçrar, inişiyle birlikte yırtıcı bir kükreyişle dost birimleri güçlendirir, saldırı ve hareket hızı kazanır. Hız artışı 10 saniye sürer."
"[english]DOTA_Tooltip_ability_mirana_leap_Description"	"Mirana leaps forward into battle, empowering allied units with a ferocious roar upon landing, granting attack and movement speed. Speed bonus lasts 10 seconds."
"DOTA_Tooltip_ability_mirana_leap_Lore"	"Savaşın harareti içinde Mirana'nın sembolik beyaz hayvanını hem dostları, hem düşmanları tanır."
"[english]DOTA_Tooltip_ability_mirana_leap_Lore"	"Both friend and foe alike recognize Mirana's iconic white beast in the heat of battle."
"DOTA_Tooltip_ability_mirana_leap_leap_distance"	"MESAFE:"
"[english]DOTA_Tooltip_ability_mirana_leap_leap_distance"	"DISTANCE:"
"DOTA_Tooltip_ability_mirana_leap_leap_speedbonus"	"%FAZLADAN HAREKET HIZI:"
"[english]DOTA_Tooltip_ability_mirana_leap_leap_speedbonus"	"%MOVEMENT BONUS:"
"DOTA_Tooltip_ability_mirana_starfall"	"Starstorm"
"[english]DOTA_Tooltip_ability_mirana_starfall"	"Starstorm"
"DOTA_Tooltip_ability_mirana_starfall_Description"	"Yakındaki düşman birimlere hasar vermek için bir göktaşı dalgası indirir. 175 menzildeki rastgele bir düşman birim, 75%% hasarla ikinci bir isabet alır."
