"lang"
{
"Language"	"russian"
"DOTA_Tooltip_ability_ghost_frost_attack_Description"	"Атаки призрака промораживают врагов до костей."
"[english]DOTA_Tooltip_ability_ghost_frost_attack_Description"	"The Ghost launches an eerie attack that chills his enemies to their bones."
"DOTA_Tooltip_ability_ghost_frost_attack_movespeed_slow"	"%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
"[english]DOTA_Tooltip_ability_ghost_frost_attack_movespeed_slow"	"%MOVE SLOW:"
"DOTA_Tooltip_ability_ghost_frost_attack_attackspeed_slow"	"ЗАМЕДЛЕНИЕ АТАКИ:"
"[english]DOTA_Tooltip_ability_ghost_frost_attack_attackspeed_slow"	"ATTACK SLOW:"
"DOTA_Tooltip_ability_ghost_frost_attack_duration"	"ДЛИТЕЛЬНОСТЬ:"
"[english]DOTA_Tooltip_ability_ghost_frost_attack_duration"	"DURATION:"
"DOTA_Tooltip_modifier_ghost_frost_attack_slow"	"Frost Attack"
"[english]DOTA_Tooltip_modifier_ghost_frost_attack_slow"	"Frost Attack"
"DOTA_Tooltip_modifier_ghost_frost_attack_slow_Description"	"Скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, скорость атаки уменьшена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
"[english]DOTA_Tooltip_modifier_ghost_frost_attack_slow_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
"DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap"	"Thunder Clap"
"[english]DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap"	"Thunder Clap"
"DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap_Description"	"Адский медведь-крушитель громко хлопает огромными руками, замедляя ближайших врагов и нанося им урон."
"[english]DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap_Description"	"The Hellbear Smasher claps his massive hands together, creating a deafening blast. The blast damages nearby enemies and throws them off their footing."
"DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap_radius"	"РАДИУС:"
"[english]DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap_radius"	"RADIUS:"
"DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap_movespeed_slow"	"%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
"[english]DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap_movespeed_slow"	"%MOVE SLOW:"
"DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap_attackspeed_slow"	"ЗАМЕДЛЕНИЕ АТАКИ:"
"[english]DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap_attackspeed_slow"	"ATTACK SLOW:"
"DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap_duration"	"ДЛИТЕЛЬНОСТЬ:"
"[english]DOTA_Tooltip_ability_polar_furbolg_ursa_warrior_thunder_clap_duration"	"DURATION:"
"DOTA_Tooltip_modifier_polar_furbolg_ursa_warrior_thunder_clap"	"Thunder Clap"
"[english]DOTA_Tooltip_modifier_polar_furbolg_ursa_warrior_thunder_clap"	"Thunder Clap"
"DOTA_Tooltip_modifier_polar_furbolg_ursa_warrior_thunder_clap_Description"	"Скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, скорость атаки уменьшена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
"[english]DOTA_Tooltip_modifier_polar_furbolg_ursa_warrior_thunder_clap_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
"DOTA_Tooltip_ability_neutral_spell_immunity"	"Spell Immunity"
"[english]DOTA_Tooltip_ability_neutral_spell_immunity"	"Spell Immunity"
"DOTA_Tooltip_ability_neutral_spell_immunity_Description"	"Это существо невосприимчиво к эффектам большинства заклинаний.
"
"[english]DOTA_Tooltip_ability_neutral_spell_immunity_Description"	"This creature does not feel the effects of most magical spells."
"DOTA_Tooltip_ability_ogre_magi_frost_armor"	"Ice Armor"
"[english]DOTA_Tooltip_ability_ogre_magi_frost_armor"	"Ice Armor"
"DOTA_Tooltip_ability_ogre_magi_frost_armor_Description"	"Огр ледяной маг покрывает доспехи дружеского воина ледяным панцирем, который замедляет любого, кто коснется его в ближнем бою."
"[english]DOTA_Tooltip_ability_ogre_magi_frost_armor_Description"	"The Ogre Frostmage summons an invisible layer of icy air that surrounds the target friendly unit, increasing its armor and temporarily slowing any melee enemies that dare attack it."
"DOTA_Tooltip_ability_ogre_magi_frost_armor_armor_bonus"	"БОНУС К БРОНЕ:"
"[english]DOTA_Tooltip_ability_ogre_magi_frost_armor_armor_bonus"	"ARMOR BONUS:"
"DOTA_Tooltip_ability_ogre_magi_frost_armor_duration"	"ДЛИТЕЛЬНОСТЬ:"
"[english]DOTA_Tooltip_ability_ogre_magi_frost_armor_duration"	"DURATION:"
"DOTA_Tooltip_ability_ogre_magi_frost_armor_movespeed_slow"	"%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
"[english]DOTA_Tooltip_ability_ogre_magi_frost_armor_movespeed_slow"	"%MOVE SLOW:"
"DOTA_Tooltip_ability_ogre_magi_frost_armor_attackspeed_slow"	"ЗАМЕДЛЕНИЕ АТАКИ:"
"[english]DOTA_Tooltip_ability_ogre_magi_frost_armor_attackspeed_slow"	"ATTACK SLOW:"
"DOTA_Tooltip_ability_ogre_magi_frost_armor_slow_duration"	"ДЛИТЕЛЬНОСТЬ ЗАМЕДЛЕНИЯ:"
"[english]DOTA_Tooltip_ability_ogre_magi_frost_armor_slow_duration"	"SLOW DURATION:"
"DOTA_Tooltip_modifier_ogre_magi_frost_armor"	"Ice Armor"
"[english]DOTA_Tooltip_modifier_ogre_magi_frost_armor"	"Ice Armor"
"DOTA_Tooltip_modifier_ogre_magi_frost_armor_Description"	"Броня снижена на %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%. Вражеские юниты ближнего боя будут страдать от сниженной скорости передвижения и атаки."
"[english]DOTA_Tooltip_modifier_ogre_magi_frost_armor_Description"	"Armor increased by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%. Enemy melee units that attack will suffer reduced movement and attack speed."
"DOTA_Tooltip_modifier_ogre_magi_frost_armor_slow"	"Ice Armor Slow"
"[english]DOTA_Tooltip_modifier_ogre_magi_frost_armor_slow"	"Ice Armor Slow"
"DOTA_Tooltip_modifier_ogre_magi_frost_armor_slow_Description"	"Скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, скорость атаки уменьшена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
"[english]DOTA_Tooltip_modifier_ogre_magi_frost_armor_slow_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
"DOTA_Tooltip_ability_dark_troll_warlord_ensnare"	"Ensnare"
"[english]DOTA_Tooltip_ability_dark_troll_warlord_ensnare"	"Ensnare"
"DOTA_Tooltip_ability_dark_troll_warlord_ensnare_Description"	"Темный тролль-призыватель кидает сеть во врага, обездвиживая его, однако не запрещая атаковать и произносить заклинания. Кратковременно оглушает цель."
"[english]DOTA_Tooltip_ability_dark_troll_warlord_ensnare_Description"	"The Dark Troll Summoner tosses netting around an enemy's feet, briefly immobilizing the unit, though the unit can still attack and use abilities. Interrupts channeling abilities."
"DOTA_Tooltip_ability_dark_troll_warlord_ensnare_duration"	"ДЛИТЕЛЬНОСТЬ:"
"[english]DOTA_Tooltip_ability_dark_troll_warlord_ensnare_duration"	"DURATION:"
"DOTA_Tooltip_modifier_dark_troll_warlord_ensnare"	"Ensnare"
"[english]DOTA_Tooltip_modifier_dark_troll_warlord_ensnare"	"Ensnare"
"DOTA_Tooltip_modifier_dark_troll_warlord_ensnare_Description"	"Передвижение невозможно."
"[english]DOTA_Tooltip_modifier_dark_troll_warlord_ensnare_Description"	"Unable to move."
"DOTA_Tooltip_ability_dark_troll_warlord_raise_dead"	"Raise Dead"
"[english]DOTA_Tooltip_ability_dark_troll_warlord_raise_dead"	"Raise Dead"
"DOTA_Tooltip_ability_dark_troll_warlord_raise_dead_Description"	"Темный тролль-призыватель зачаровывает останки павших бойцов, призывая к себе на службу двух скелетов-воинов."
"[english]DOTA_Tooltip_ability_dark_troll_warlord_raise_dead_Description"	"The Dark Troll Summoner stirs the ground underfoot, raising the remains of trolls long dead, bringing to life two skeleton Warriors who will fight at his side."
"DOTA_Tooltip_ability_dark_troll_warlord_raise_dead_duration"	"ДЛИТЕЛЬНОСТЬ:"
"[english]DOTA_Tooltip_ability_dark_troll_warlord_raise_dead_duration"	"DURATION:"
"DOTA_Tooltip_ability_giant_wolf_critical_strike"	"Critical Strike
"
"[english]DOTA_Tooltip_ability_giant_wolf_critical_strike"	"Critical Strike"
"DOTA_Tooltip_ability_giant_wolf_critical_strike_Description"	"Свирепые атаки Giant Wolf изредка разрывают жизненно важные сухожилия, нанося повышенный урон."
"[english]DOTA_Tooltip_ability_giant_wolf_critical_strike_Description"	"The Giant Wolf's ferocious attacks occasionally tear a vital tendon, inflicting critical damage."
"DOTA_Tooltip_ability_giant_wolf_critical_strike_crit_chance"	"%ШАНС:"
"[english]DOTA_Tooltip_ability_giant_wolf_critical_strike_crit_chance"	"%CHANCE:"
"DOTA_Tooltip_ability_giant_wolf_critical_strike_crit_mult"	"%КРИТИЧЕСКИЙ УРОН:"
"[english]DOTA_Tooltip_ability_giant_wolf_critical_strike_crit_mult"	"%CRITICAL DAMAGE:"
"DOTA_Tooltip_ability_alpha_wolf_critical_strike"	"Критическая атака"
"[english]DOTA_Tooltip_ability_alpha_wolf_critical_strike"	"Critical Strike"
"DOTA_Tooltip_ability_alpha_wolf_critical_strike_Description"	"Когти вожака волков всегда стараются задеть наименее защищенные места врагов, нанося повышенный урон."
"[english]DOTA_Tooltip_ability_alpha_wolf_critical_strike_Description"	"The cruel Alpha Wolf attacks his enemy's unprotected vitals at every opportunity, inflicting critical damage."
"DOTA_Tooltip_ability_alpha_wolf_critical_strike_crit_chance"	"%ШАНС:"
"[english]DOTA_Tooltip_ability_alpha_wolf_critical_strike_crit_chance"	"%CHANCE:"
"DOTA_Tooltip_ability_alpha_wolf_critical_strike_crit_mult"	"%КРИТИЧЕСКИЙ УРОН:"
"[english]DOTA_Tooltip_ability_alpha_wolf_critical_strike_crit_mult"	"%CRITICAL DAMAGE:"
"DOTA_Tooltip_ability_alpha_wolf_command_aura"	"Packleader's Aura"
"[english]DOTA_Tooltip_ability_alpha_wolf_command_aura"	"Packleader's Aura"
"DOTA_Tooltip_ability_alpha_wolf_command_aura_Description"	"Безжалостные атаки вожака волков наносят дополнительный урон, а его присутствие повышает боевой дух союзников, увеличивая урон от их атак."
"[english]DOTA_Tooltip_ability_alpha_wolf_command_aura_Description"	"The Alpha Wolf's ruthless attacks do extra damage. His commanding presence inspires nearby allies to attack ruthlessly as well."
"DOTA_Tooltip_ability_alpha_wolf_command_aura_bonus_damage_pct"	"%ДОПОЛНИТЕЛЬНЫЙ УРОН:"
"[english]DOTA_Tooltip_ability_alpha_wolf_command_aura_bonus_damage_pct"	"%BONUS DAMAGE:"
"DOTA_Tooltip_ability_alpha_wolf_command_aura_radius"	"РАДИУС:"
"[english]DOTA_Tooltip_ability_alpha_wolf_command_aura_radius"	"RADIUS:"
"DOTA_Tooltip_modifier_alpha_wolf_command_aura_bonus"	"Packleader's Aura"
"[english]DOTA_Tooltip_modifier_alpha_wolf_command_aura_bonus"	"Packleader's Aura"
"DOTA_Tooltip_modifier_alpha_wolf_command_aura_bonus_Description"	"Урон увеличен на %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%."
"[english]DOTA_Tooltip_modifier_alpha_wolf_command_aura_bonus_Description"	"Damage increased by %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%."
"DOTA_Tooltip_ability_tornado_tempest"	"Tempest"
"[english]DOTA_Tooltip_ability_tornado_tempest"	"Tempest"
"DOTA_Tooltip_ability_tornado_tempest_Description"	"Огромное Tornado замедляет всех врагов, находящихся рядом с ним, а также наносит периодический урон, зависящий от того, как близко они находятся к Tornado."
"[english]DOTA_Tooltip_ability_tornado_tempest_Description"	"The Tornado's overpowering winds slow all nearby enemies, flinging debris at them and inflicting damage every second. Enemies closer to the center of the Tornado take more damage."
"DOTA_Tooltip_ability_tornado_tempest_far_radius"	"РАДИУС:"
"[english]DOTA_Tooltip_ability_tornado_tempest_far_radius"	"RADIUS:"
"DOTA_Tooltip_ability_tornado_tempest_movespeed_slow"	"%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
"[english]DOTA_Tooltip_ability_tornado_tempest_movespeed_slow"	"%MOVE SLOW:"
"DOTA_Tooltip_ability_tornado_tempest_attackspeed_slow"	"ЗАМЕДЛЕНИЕ АТАКИ:"
"[english]DOTA_Tooltip_ability_tornado_tempest_attackspeed_slow"	"ATTACK SLOW:"
"DOTA_Tooltip_ability_tornado_tempest_near_radius"	"РАДИУС МАКС. УРОНА:"
"[english]DOTA_Tooltip_ability_tornado_tempest_near_radius"	"NEAR UNIT RADIUS:"
"DOTA_Tooltip_ability_tornado_tempest_near_damage"	"УРОН ВБЛИЗИ:"
"[english]DOTA_Tooltip_ability_tornado_tempest_near_damage"	"NEAR DAMAGE:"
"DOTA_Tooltip_ability_tornado_tempest_far_damage"	"УРОН ВДАЛИ:"
"[english]DOTA_Tooltip_ability_tornado_tempest_far_damage"	"FAR DAMAGE:"
"DOTA_Tooltip_modifier_tornado_tempest_debuff"	"Tempest"
"[english]DOTA_Tooltip_modifier_tornado_tempest_debuff"	"Tempest"
"DOTA_Tooltip_modifier_tornado_tempest_debuff_Description"	"Скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, скорость атаки уменьшена на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%. Получает периодический урон в зависимости от того, как близко находится Tornado."
"[english]DOTA_Tooltip_modifier_tornado_tempest_debuff_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%. Taking damage per second based on proximity to the Tornado."
"DOTA_Tooltip_ability_enraged_wildkin_tornado"	"Tornado"
"[english]DOTA_Tooltip_ability_enraged_wildkin_tornado"	"Tornado"
"DOTA_Tooltip_ability_enraged_wildkin_tornado_Description"	"ПРЕРЫВАЕМАЯ — Дикокрыл-потрошитель призывает духа ветров, создавая разумное торнадо, которое можно контролировать. Торнадо замедляет ближайших врагов и наносит им урон. Оно бессмертно и может двигаться по любым поверхностям."
"[english]DOTA_Tooltip_ability_enraged_wildkin_tornado_Description"	"CHANNELED - The Wildwing Ripper calls on the spirit of the wind, creating a sentient Tornado that he can control. The Tornado slows nearby enemies and does damage. It is invulnerable and can move anywhere."
"DOTA_Tooltip_ability_enraged_wildkin_tornado_duration"	"МАКС. ДЛИТЕЛЬНОСТЬ:"
"[english]DOTA_Tooltip_ability_enraged_wildkin_tornado_duration"	"MAX DURATION:"
"DOTA_Tooltip_ability_enraged_wildkin_toughness_aura"	"Toughness Aura"
"[english]DOTA_Tooltip_ability_enraged_wildkin_toughness_aura"	"Toughness Aura"
"DOTA_Tooltip_ability_enraged_wildkin_toughness_aura_Description"	"Бесстрашные удары дикокрыла-потрошителя вселяют веру в победу, позволяя союзникам выдерживать больше урона."
"[english]DOTA_Tooltip_ability_enraged_wildkin_toughness_aura_Description"	"The Wildwing Ripper's fury numbs it to attacks and inspires nearby allies to withstand more blows."
"DOTA_Tooltip_ability_enraged_wildkin_toughness_aura_bonus_armor"	"ДОП. БРОНЯ:"
"[english]DOTA_Tooltip_ability_enraged_wildkin_toughness_aura_bonus_armor"	"BONUS ARMOR:"
"DOTA_Tooltip_ability_enraged_wildkin_toughness_aura_radius"	"РАДИУС:"
"[english]DOTA_Tooltip_ability_enraged_wildkin_toughness_aura_radius"	"RADIUS:"
"DOTA_Tooltip_modifier_enraged_wildkin_toughness_aura_bonus"	"Toughness Aura"
"[english]DOTA_Tooltip_modifier_enraged_wildkin_toughness_aura_bonus"	"Toughness Aura"
"DOTA_Tooltip_modifier_enraged_wildkin_toughness_aura_bonus_Description"	"Броня увеличена на %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."
"[english]DOTA_Tooltip_modifier_enraged_wildkin_toughness_aura_bonus_Description"	"Armor increased by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."
"DOTA_Tooltip_ability_satyr_trickster_purge"	"Purge"
"[english]DOTA_Tooltip_ability_satyr_trickster_purge"	"Purge"
"DOTA_Tooltip_ability_satyr_trickster_purge_Description"	"Сатир-изгонятель в совершенстве знает каждое заклинание, что позволяет ему выборочно снимать негативные эффекты с союзников и рассеивать магию, усиливающую его врагов. Если целью заклинания станет призванный воин или иллюзия, то заклинание нанесет дополнительный урон."
